bytes_out,num_pkts_out,bytes_in,num_pkts_in,packets_b_variance,packets_ipt_average,packets_ipt_variance,byte_dist_mean,byte_dist_std,entropy,total_entropy,wht1,wht2,wht3,wht4,debug_tcp_retrans,tls_cipher_suites_counts,server_name_exist,ec_point_formats_exist,extended_master_secret_exist,renegotiation_info_exist,supported_groups_exist,session_ticket_exist,application_layer_protocol_negotiation_exist,status_request_exist,key_share_exist,padding_exist,mac_weight,win_weight,linux_weight,is_browser,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384_supported,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384_supported,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384_supported,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_supported,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_256_GCM_SHA384_supported,TLS_DHE_DSS_WITH_AES_256_GCM_SHA384_supported,TLS_DH_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_DHE_RSA_WITH_AES_256_CBC_SHA256_supported,TLS_DHE_DSS_WITH_AES_256_CBC_SHA256_supported,TLS_DH_RSA_WITH_AES_256_CBC_SHA256_supported,TLS_DH_DSS_WITH_AES_256_CBC_SHA256_supported,TLS_DHE_RSA_WITH_AES_256_CBC_SHA_supported,TLS_DHE_DSS_WITH_AES_256_CBC_SHA_supported,TLS_DH_RSA_WITH_AES_256_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_256_CBC_SHA_supported,TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_RSA_WITH_AES_256_GCM_SHA384_supported,TLS_RSA_WITH_AES_256_CBC_SHA256_supported,TLS_RSA_WITH_AES_256_CBC_SHA_supported,TLS_RSA_WITH_CAMELLIA_256_CBC_SHA_supported,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256_supported,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256_supported,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_supported,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_128_GCM_SHA256_supported,TLS_DHE_DSS_WITH_AES_128_GCM_SHA256_supported,TLS_DH_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_DHE_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_DHE_DSS_WITH_AES_128_CBC_SHA256_supported,TLS_DH_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_DH_DSS_WITH_AES_128_CBC_SHA256_supported,TLS_DHE_RSA_WITH_AES_128_CBC_SHA_supported,TLS_DHE_DSS_WITH_AES_128_CBC_SHA_supported,TLS_DH_RSA_WITH_AES_128_CBC_SHA_supported,TLS_DH_DSS_WITH_AES_128_CBC_SHA_supported,TLS_DHE_RSA_WITH_SEED_CBC_SHA_supported,TLS_DHE_DSS_WITH_SEED_CBC_SHA_supported,TLS_DH_RSA_WITH_SEED_CBC_SHA_supported,TLS_DH_DSS_WITH_SEED_CBC_SHA_supported,TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_RSA_WITH_AES_128_GCM_SHA256_supported,TLS_RSA_WITH_AES_128_CBC_SHA256_supported,TLS_RSA_WITH_AES_128_CBC_SHA_supported,TLS_RSA_WITH_SEED_CBC_SHA_supported,TLS_RSA_WITH_CAMELLIA_128_CBC_SHA_supported,TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA_supported,TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA_supported,TLS_RSA_WITH_3DES_EDE_CBC_SHA_supported,TLS_EMPTY_RENEGOTIATION_INFO_SCSV_supported,byte_0x00,byte_0x01,byte_0x02,byte_0x03,byte_0x04,byte_0x05,byte_0x06,byte_0x07,byte_0x08,byte_0x09,byte_0x0a,byte_0x0b,byte_0x0c,byte_0x0d,byte_0x0e,byte_0x0f,byte_0x10,byte_0x11,byte_0x12,byte_0x13,byte_0x14,byte_0x15,byte_0x16,byte_0x17,byte_0x18,byte_0x19,byte_0x1a,byte_0x1b,byte_0x1c,byte_0x1d,byte_0x1e,byte_0x1f,byte_0x20,byte_0x21,byte_0x22,byte_0x23,byte_0x24,byte_0x25,byte_0x26,byte_0x27,byte_0x28,byte_0x29,byte_0x2a,byte_0x2b,byte_0x2c,byte_0x2d,byte_0x2e,byte_0x2f,byte_0x30,byte_0x31,byte_0x32,byte_0x33,byte_0x34,byte_0x35,byte_0x36,byte_0x37,byte_0x38,byte_0x39,byte_0x3a,byte_0x3b,byte_0x3c,byte_0x3d,byte_0x3e,byte_0x3f,byte_0x40,byte_0x41,byte_0x42,byte_0x43,byte_0x44,byte_0x45,byte_0x46,byte_0x47,byte_0x48,byte_0x49,byte_0x4a,byte_0x4b,byte_0x4c,byte_0x4d,byte_0x4e,byte_0x4f,byte_0x50,byte_0x51,byte_0x52,byte_0x53,byte_0x54,byte_0x55,byte_0x56,byte_0x57,byte_0x58,byte_0x59,byte_0x5a,byte_0x5b,byte_0x5c,byte_0x5d,byte_0x5e,byte_0x5f,byte_0x60,byte_0x61,byte_0x62,byte_0x63,byte_0x64,byte_0x65,byte_0x66,byte_0x67,byte_0x68,byte_0x69,byte_0x6a,byte_0x6b,byte_0x6c,byte_0x6d,byte_0x6e,byte_0x6f,byte_0x70,byte_0x71,byte_0x72,byte_0x73,byte_0x74,byte_0x75,byte_0x76,byte_0x77,byte_0x78,byte_0x79,byte_0x7a,byte_0x7b,byte_0x7c,byte_0x7d,byte_0x7e,byte_0x7f,byte_0x80,byte_0x81,byte_0x82,byte_0x83,byte_0x84,byte_0x85,byte_0x86,byte_0x87,byte_0x88,byte_0x89,byte_0x8a,byte_0x8b,byte_0x8c,byte_0x8d,byte_0x8e,byte_0x8f,byte_0x90,byte_0x91,byte_0x92,byte_0x93,byte_0x94,byte_0x95,byte_0x96,byte_0x97,byte_0x98,byte_0x99,byte_0x9a,byte_0x9b,byte_0x9c,byte_0x9d,byte_0x9e,byte_0x9f,byte_0xa0,byte_0xa1,byte_0xa2,byte_0xa3,byte_0xa4,byte_0xa5,byte_0xa6,byte_0xa7,byte_0xa8,byte_0xa9,byte_0xaa,byte_0xab,byte_0xac,byte_0xad,byte_0xae,byte_0xaf,byte_0xb0,byte_0xb1,byte_0xb2,byte_0xb3,byte_0xb4,byte_0xb5,byte_0xb6,byte_0xb7,byte_0xb8,byte_0xb9,byte_0xba,byte_0xbb,byte_0xbc,byte_0xbd,byte_0xbe,byte_0xbf,byte_0xc0,byte_0xc1,byte_0xc2,byte_0xc3,byte_0xc4,byte_0xc5,byte_0xc6,byte_0xc7,byte_0xc8,byte_0xc9,byte_0xca,byte_0xcb,byte_0xcc,byte_0xcd,byte_0xce,byte_0xcf,byte_0xd0,byte_0xd1,byte_0xd2,byte_0xd3,byte_0xd4,byte_0xd5,byte_0xd6,byte_0xd7,byte_0xd8,byte_0xd9,byte_0xda,byte_0xdb,byte_0xdc,byte_0xdd,byte_0xde,byte_0xdf,byte_0xe0,byte_0xe1,byte_0xe2,byte_0xe3,byte_0xe4,byte_0xe5,byte_0xe6,byte_0xe7,byte_0xe8,byte_0xe9,byte_0xea,byte_0xeb,byte_0xec,byte_0xed,byte_0xee,byte_0xef,byte_0xf0,byte_0xf1,byte_0xf2,byte_0xf3,byte_0xf4,byte_0xf5,byte_0xf6,byte_0xf7,byte_0xf8,byte_0xf9,byte_0xfa,byte_0xfb,byte_0xfc,byte_0xfd,byte_0xfe,byte_0xff,label
1112,9,1783,9,92341.80555555555,4.333333333333333,149.44444444444446,95.215199,58.482058,4.005942,11597.201707,95.215,-0.51883,-0.054577,-0.68532,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,169,26,14,37,17,11,18,8,9,7,8,11,11,12,8,5,4,4,4,6,6,6,8,10,3,3,3,3,6,5,5,5,5,6,5,5,3,5,9,4,7,2,5,4,6,5,8,3,20,15,9,6,7,4,5,7,4,6,5,2,3,3,4,4,2,4,4,8,3,3,2,3,6,3,3,6,1,1,7,2,6,2,3,9,4,11,3,3,4,3,5,7,5,2,3,3,2,5,8,3,6,4,3,5,3,7,6,2,3,3,5,4,3,2,4,1,7,5,5,2,6,3,3,4,3,3,3,3,3,4,6,3,4,5,5,3,1,3,3,4,5,4,3,4,9,4,3,4,5,5,6,3,5,5,3,5,3,5,3,4,6,2,2,2,3,5,3,2,4,2,4,3,1,2,4,4,4,4,2,1,4,2,4,6,6,1,4,3,2,5,4,2,14,2,5,5,5,4,4,4,6,2,2,1,6,2,3,3,3,6,3,4,1,3,5,5,4,2,4,5,5,4,3,3,4,8,5,3,4,3,6,4,5,2,7,5,2,5,1,4,4,5,5,2,5,5,3,5,2,2,4,3,5,1,5,4,weevely4.0.1
1085,9,1799,9,92486.83950617287,4.222222222222222,157.17283950617286,95.654646,57.649861,3.990159,11507.617281,95.655,-0.14494,0.93065,-0.52497,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,170,24,12,38,18,8,15,6,9,5,8,13,11,12,6,6,4,5,3,8,5,4,8,8,2,2,2,5,5,2,2,4,5,5,4,4,4,3,7,5,7,5,6,3,6,5,9,3,21,14,7,5,9,6,5,8,4,4,2,4,4,6,5,5,4,6,5,4,3,3,1,5,7,2,4,3,3,3,5,3,4,3,5,7,5,11,5,7,5,5,4,6,1,3,5,3,2,4,7,4,3,4,3,6,6,10,6,5,2,4,5,2,3,1,4,3,6,5,4,5,5,2,4,2,4,3,3,2,3,2,6,2,4,4,7,6,4,4,5,3,5,4,5,5,5,5,4,6,4,6,6,2,4,4,2,3,2,4,3,4,3,3,3,3,1,4,4,4,4,3,2,6,2,3,3,3,2,4,5,1,4,6,5,3,3,4,5,5,2,4,5,3,9,4,4,4,4,5,5,4,6,3,5,4,6,2,4,3,4,3,1,7,2,4,5,3,2,4,5,4,6,5,2,2,5,4,5,4,2,3,4,3,3,2,4,2,3,2,4,1,4,6,6,4,3,4,1,6,1,3,0,3,2,6,5,3,weevely4.0.1
1086,9,1791,9,92368.69444444447,4.055555555555555,147.05246913580248,95.954814,58.014701,4.012839,11544.937344,95.955,0.68405,-0.3316,0.88286,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,25,13,38,16,9,15,6,8,8,10,12,13,8,7,6,7,3,5,4,6,6,8,7,3,5,3,3,4,4,5,4,5,3,3,5,3,2,8,4,5,3,7,3,4,5,7,5,20,15,7,3,5,5,5,7,4,5,5,4,7,3,4,4,4,5,3,3,2,3,2,5,5,2,4,2,6,4,5,5,5,1,5,8,4,11,6,10,5,4,4,4,5,2,4,4,1,6,6,5,4,5,4,5,5,8,8,2,3,4,6,5,4,0,5,4,5,5,3,3,3,3,6,4,4,2,2,2,3,3,5,2,3,2,7,5,1,5,5,3,4,2,5,6,4,3,4,6,4,2,6,3,2,4,4,4,6,4,4,5,5,4,3,4,2,3,3,4,4,3,2,5,1,6,3,5,4,4,5,2,4,3,4,3,5,3,3,2,5,6,3,3,11,3,5,4,3,4,2,4,6,2,4,3,6,2,3,4,6,7,1,2,4,3,4,4,4,2,3,4,3,5,4,1,6,5,4,4,3,6,7,3,4,2,5,4,2,6,4,3,2,5,3,2,2,4,4,5,4,5,1,3,4,3,5,2,weevely4.0.1
1085,9,1895,9,94450.69135802466,4.333333333333333,153.22222222222223,97.533893,58.396484,4.050992,12071.956196,97.534,-0.3802,0.77282,0.30839,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,170,27,13,39,16,8,14,6,10,5,8,10,13,9,6,4,5,5,4,8,7,4,8,7,4,5,5,5,5,5,4,3,6,5,3,5,4,3,7,3,6,3,8,7,7,6,6,4,18,14,7,4,4,6,6,7,5,7,2,2,6,6,4,4,4,5,6,6,3,4,2,5,5,3,3,7,3,4,4,2,6,3,5,11,4,13,4,5,4,2,6,7,5,5,4,4,5,5,5,4,3,5,2,8,4,8,6,3,3,2,7,3,5,3,3,2,4,7,3,3,1,4,4,5,3,6,5,2,4,2,8,2,5,5,7,2,3,4,4,5,6,6,3,6,6,1,3,4,5,6,5,5,5,0,2,3,3,3,2,6,7,4,5,4,2,6,4,3,4,7,6,5,2,4,3,3,3,5,3,2,4,4,5,2,4,4,4,4,4,5,3,3,10,3,6,4,6,3,3,4,7,2,3,3,5,2,5,6,7,6,3,4,2,1,3,5,4,4,5,4,4,5,5,2,4,4,4,5,4,3,6,4,4,4,4,4,1,2,4,3,4,6,4,5,6,2,4,4,3,2,3,6,3,4,5,4,weevely4.0.1
1085,9,1895,9,94450.69135802466,4.111111111111111,142.43209876543207,96.142282,58.608097,4.011939,11955.576944,96.142,1.0987,1.2356,1.3664,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,25,13,38,20,9,13,8,10,7,8,13,12,10,8,7,8,5,4,6,6,4,9,9,5,4,2,5,2,6,5,4,5,6,5,5,2,3,7,3,8,2,7,5,5,2,6,2,21,14,6,6,9,5,4,9,5,7,2,3,6,6,6,3,5,5,3,5,5,3,6,3,4,3,3,3,2,4,4,4,5,4,3,8,5,11,3,4,6,4,4,6,3,5,4,4,3,3,6,3,3,6,5,5,5,8,7,4,2,4,3,5,4,1,5,3,6,6,5,5,5,3,1,4,5,5,4,3,3,2,7,4,5,1,7,3,2,6,4,4,5,2,8,5,5,3,5,6,4,5,4,3,5,3,3,1,3,3,5,5,5,3,5,6,2,3,4,3,4,7,4,3,3,6,3,4,3,4,3,3,3,1,5,3,4,4,5,5,4,3,3,4,12,3,2,3,3,4,5,3,5,3,1,4,5,5,4,7,2,6,3,2,3,3,3,2,3,4,3,7,8,6,2,4,4,3,5,2,2,4,4,4,6,5,5,3,2,3,4,2,2,4,3,1,4,4,3,6,5,3,4,5,3,4,6,5,weevely4.0.1
1101,9,1799,9,92528.32098765433,4.055555555555555,147.05246913580248,95.894828,57.754426,4.031519,11691.406298,95.895,-1.9424,1.4059,0.15483,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,170,24,12,39,19,8,16,6,7,9,8,11,11,8,8,5,6,2,5,6,5,4,6,10,4,4,3,7,5,6,4,2,4,4,4,4,4,3,9,3,6,4,4,4,5,5,8,5,19,14,8,6,7,6,6,8,4,6,5,3,5,4,6,4,4,5,4,6,3,2,3,4,4,4,4,3,4,2,5,4,6,5,5,8,4,13,3,4,3,4,4,4,4,4,3,5,3,4,8,5,3,5,2,5,4,8,7,3,2,5,5,3,4,1,4,2,5,4,3,5,4,3,4,5,3,6,2,6,3,5,7,2,3,4,5,5,2,6,4,4,5,4,5,4,3,4,3,6,3,4,8,1,5,4,3,3,5,2,3,3,5,1,4,5,6,6,3,4,8,4,7,5,3,3,4,2,6,5,2,2,2,4,3,3,3,2,3,3,3,3,5,3,10,4,4,4,2,3,3,3,4,4,3,4,6,3,4,1,2,4,3,2,5,4,3,4,2,4,3,3,4,4,3,4,5,6,4,5,2,6,5,2,4,1,3,2,6,4,4,2,4,5,5,5,3,4,3,6,3,3,3,6,4,3,4,4,weevely4.0.1
1094,9,1803,9,92569.16358024691,4.333333333333333,145.55555555555554,94.189161,58.174698,3.98241,11537.041637,94.189,1.1647,0.32309,1.1004,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,27,12,38,15,8,16,8,9,6,9,11,14,10,7,5,9,7,3,6,7,5,9,9,2,3,3,5,4,3,4,4,8,3,6,6,5,5,6,3,10,3,6,3,8,6,8,4,20,14,7,5,6,5,4,8,4,6,4,3,4,6,6,4,6,6,7,5,4,3,2,4,4,5,2,1,6,2,5,2,6,1,3,8,1,11,3,5,4,5,4,7,2,6,4,2,3,6,6,2,5,3,1,3,4,7,10,2,2,3,5,4,3,1,5,3,4,5,4,5,2,2,5,4,4,4,2,4,5,3,7,2,2,3,7,3,4,5,4,5,4,5,5,4,4,4,2,5,3,4,7,4,4,1,3,2,2,4,2,5,3,6,3,5,2,4,3,6,4,4,2,4,3,2,4,2,4,4,3,2,3,3,4,4,4,2,5,1,3,5,2,3,12,3,5,4,2,5,2,3,5,6,3,2,6,2,4,3,2,5,2,5,2,2,3,4,2,4,4,5,4,4,4,3,6,4,6,4,3,2,5,1,4,1,6,1,4,1,4,3,4,5,7,5,3,7,2,4,4,4,2,3,4,3,4,4,weevely4.0.1
1204,9,1791,9,93324.3487654321,4.055555555555555,147.05246913580248,97.89015,57.902842,4.016621,12029.778805,97.89,-0.96461,-0.998,0.14324,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,25,12,39,15,7,16,7,10,8,8,13,12,11,7,6,6,3,3,8,8,6,6,8,2,2,1,6,7,3,3,3,6,2,5,4,4,3,8,4,6,2,6,6,6,5,7,6,20,15,9,4,4,5,6,7,7,6,4,2,8,6,5,8,4,6,5,7,2,3,1,4,4,2,2,3,5,4,3,1,7,1,4,9,5,10,5,4,3,3,6,3,2,4,5,5,2,4,6,4,4,6,4,7,5,7,7,3,3,3,5,4,4,3,6,3,3,7,5,3,2,4,2,4,6,4,4,3,4,3,10,3,4,2,7,2,2,6,5,3,6,6,5,7,6,3,3,4,2,5,6,4,3,1,6,1,5,1,1,3,5,4,3,5,2,5,3,7,4,4,4,6,4,3,4,4,5,2,4,3,3,3,5,5,4,3,6,2,4,3,5,5,10,4,5,5,2,4,2,4,5,3,3,3,6,4,6,4,2,7,3,6,3,3,3,4,5,4,4,5,9,5,1,3,7,4,7,1,4,6,6,5,2,3,6,3,5,4,5,2,3,3,5,3,3,4,3,3,4,3,5,4,3,3,6,4,weevely4.0.1
1092,9,1783,9,92269.08950617285,4.333333333333333,159.22222222222223,97.242087,58.559454,4.008546,11524.570763,97.242,0.53739,1.345,-0.28348,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,23,12,40,19,8,17,8,7,6,8,8,11,10,6,7,6,4,3,7,6,5,12,7,1,4,3,3,3,5,4,1,5,3,3,7,2,3,7,2,8,3,9,3,5,4,9,4,20,15,6,5,6,5,9,6,4,6,3,3,5,3,4,3,4,5,3,5,3,3,5,5,5,2,3,2,2,4,5,2,6,2,6,11,2,11,2,4,4,4,4,6,1,3,6,5,1,4,6,4,4,6,3,5,4,6,6,2,6,4,3,4,5,2,4,1,3,3,3,8,6,3,2,2,6,6,5,2,4,4,8,3,2,4,8,1,7,3,2,3,4,3,6,4,4,2,3,6,4,5,4,5,3,3,4,2,4,4,4,5,6,5,5,4,3,3,2,4,5,4,4,5,2,3,3,4,4,4,2,2,3,3,4,4,5,4,1,3,3,5,2,5,10,4,1,5,8,3,6,3,5,4,5,2,7,2,3,1,4,5,5,4,2,3,5,4,5,2,4,6,4,5,3,2,5,4,4,4,4,4,3,4,4,2,3,4,4,1,3,2,4,4,4,6,5,5,2,6,3,6,2,5,2,3,7,4,weevely4.0.1
1104,9,1803,9,92601.13888888889,4.111111111111111,147.43209876543207,97.774682,58.84663,4.012241,11663.585644,97.775,0.68283,0.70279,0.10079,6,31,True,False,True,False,False,True,False,False,True,True,1.0,1.0,0.0,False,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,25,12,39,16,8,15,6,9,7,10,11,11,10,8,8,4,3,5,7,6,7,8,6,4,4,1,6,4,4,6,3,5,2,6,4,5,2,6,4,6,5,8,3,5,4,6,4,18,16,7,5,6,6,5,7,5,5,4,2,6,2,4,3,3,6,4,3,6,5,5,4,3,3,2,4,3,3,4,0,6,5,2,8,3,12,3,7,3,4,4,6,3,4,5,3,3,4,6,3,3,5,3,4,3,8,7,3,4,6,5,4,3,4,7,1,4,5,5,3,4,2,4,3,4,3,4,3,4,4,8,2,3,4,7,5,3,3,2,3,4,5,6,3,5,4,4,3,2,4,7,1,2,2,1,0,3,2,5,6,4,3,6,3,5,4,6,8,6,4,4,4,0,5,2,3,3,5,2,3,3,5,5,3,4,2,3,5,5,5,5,4,9,4,5,3,5,5,2,3,6,3,3,5,6,1,4,6,5,5,3,3,2,5,4,2,4,5,4,4,3,4,4,4,3,3,4,4,3,5,4,6,6,1,5,6,4,1,2,4,5,7,4,2,2,4,2,5,3,4,4,5,4,3,7,6,weevely4.0.1
